target,discovered,wrong letters,number of hits,lives remaining,game won
trashes,"['t', 'r', 'a', 's', 'h', 'e', 's']","['l', 'c']",7,8,True
blusters,"['b', 'l', 'u', 's', 't', 'e', 'r', 's']","['a', 'o', 'y']",8,7,True
beavering,"['b', 'e', 'a', 'v', 'e', 'r', 'i', 'n', 'g']","['t', 's', 'd']",9,7,True
interrupted,"['i', 'n', 't', 'e', 'r', 'r', 'u', 'p', 't', 'e', 'd']","['o', 'l', 's', 'c', 'a']",11,5,True
cilia,"['c', 'i', 'l', 'i', 'a']","['s', 'e', 'o']",5,7,True
enlightens,"['e', 'n', 'l', 'i', 'g', 'h', 't', 'e', 'n', 's']","['o', 'r']",10,8,True
plaque,"['p', 'l', 'a', 'q', 'u', 'e']","['s', 'r', 'd', 'n', 't', 'y', 'i']",6,3,True
captures,"['c', 'a', 'p', 't', 'u', 'r', 'e', 's']",['l'],8,9,True
pivots,"['p', 'i', 'v', 'o', 't', 's']","['e', 'a', 'l']",6,7,True
compellingly,"['c', 'o', 'm', 'p', 'e', 'l', 'l', 'i', 'n', 'g', 'l', 'y']",[],12,10,True
immersion,"['i', 'm', 'm', 'e', 'r', 's', 'i', 'o', 'n']","['t', 'a', 'u']",9,7,True
depose,"['d', 'e', 'p', 'o', 's', 'e']","['t', 'i', 'r', 'l']",6,6,True
lockups,"['l', 'o', 'c', 'k', 'u', 'p', 's']","['r', 'i', 'a', 'n']",7,6,True
phonics,"['p', 'h', 'o', 'n', 'i', 'c', 's']",['r'],7,9,True
reassembles,"['r', 'e', 'a', 's', 's', 'e', 'm', 'b', 'l', 'e', 's']","['o', 't', 'n', 'd']",11,6,True
swing,"['s', 'w', 'i', 'n', 'g']","['e', 'a', 'o', 'l', 't', 'k', 'y']",5,3,True
siren,"['s', 'i', 'r', 'e', 'n']","['w', 'd', 'p']",5,7,True
individually,"['i', 'n', 'd', 'i', 'v', 'i', 'd', 'u', 'a', 'l', 'l', 'y']","['c', 'r', 'f']",12,7,True
dissembling,"['d', 'i', 's', 's', 'e', 'm', 'b', 'l', 'i', 'n', 'g']","['o', 'r']",11,8,True
workaday,"['w', 'o', 'r', 'k', 'a', 'd', 'a', 'y']",['i'],8,9,True
ampules,"['a', 'm', 'p', 'u', 'l', 'e', 's']","['r', 'i', 'd']",7,7,True
soccer,"['s', 'o', 'c', 'c', 'e', 'r']","['d', 'i', 'a', 'l', 'f']",6,5,True
ergonomics,"['e', 'r', 'g', 'o', 'n', 'o', 'm', 'i', 'c', 's']",['t'],10,9,True
midshipman,"['m', 'i', 'd', 's', 'h', 'i', 'p', 'm', 'a', 'n']","['o', 'l', 'r']",10,7,True
commissioned,"['c', 'o', 'm', 'm', 'i', 's', 's', 'i', 'o', 'n', 'e', 'd']","['l', 'r']",12,8,True
global,"['g', 'l', 'o', 'b', 'a', 'l']","['s', 'r', 'd', 'n']",6,6,True
button,"['b', 'u', 't', 't', 'o', 'n']","['s', 'r', 'd', 'e', 'i', 'a', 'p', 'm']",6,2,True
slags,"['s', 'l', 'a', 'g', 's']","['t', 'p', 'b', 'y']",5,6,True
adapt,"['a', 'd', 'a', 'p', 't']","['s', 'e', 'i', 'r']",5,6,True
graphologist,"['g', 'r', 'a', 'p', 'h', 'o', 'l', 'o', 'g', 'i', 's', 't']","['c', 'd']",12,8,True
issue,"['i', 's', 's', 'u', 'e']","['y', 'a']",5,8,True
underwrites,"['u', 'n', 'd', 'e', 'r', 'w', 'r', 'i', 't', 'e', 's']","['o', 'l', 'a']",11,7,True
romper,"['r', 'o', 'm', 'p', 'e', 'r']","['s', 'a', 'l', 'b']",6,6,True
funniest,"['f', 'u', 'n', 'n', 'i', 'e', 's', 't']","['r', 'a', 'm', 'l', 'h']",8,5,True
anaesthetized,"['a', 'n', 'a', 'e', 's', 't', 'h', 'e', 't', 'i', 'z', 'e', 'd']","['c', 'l', 'g', 'm', 'r']",13,5,True
butchery,"['b', 'u', 't', 'c', 'h', 'e', 'r', 'y']","['a', 'o', 'l', 's']",8,6,True
proportion,"['p', 'r', 'o', 'p', 'o', 'r', 't', 'i', 'o', 'n']",[],10,10,True
ditty,"['d', 'i', 't', 't', 'y']","['s', 'e', 'a', 'o', 'u', 'l', 'k']",5,3,True
untangle,"['u', 'n', 't', 'a', 'n', 'g', 'l', 'e']","['r', 's']",8,8,True
haddock,"['h', 'a', 'd', 'd', 'o', 'c', 'k']","['s', 'r', 'l', 'g', 'n', 'e', 'p']",7,3,True
prepared,"['p', 'r', 'e', 'p', 'a', 'r', 'e', 'd']","['o', 's', 'i']",8,7,True
topography,"['t', 'o', 'p', 'o', 'g', 'r', 'a', 'p', 'h', 'y']","['l', 's']",10,8,True
drip,"['d', 'r', 'i', 'p']","['e', 's', 'a', 'o', 'u', 'n', 'l', 'g']",4,2,True
commingled,"['c', 'o', 'm', 'm', 'i', 'n', 'g', 'l', 'e', 'd']","['a', 'r', 's']",10,7,True
swishing,"['s', 'w', 'i', 's', 'h', 'i', 'n', 'g']","['r', 'a', 't', 'l', 'o']",8,5,True
argumentation,"['a', 'r', 'g', 'u', 'm', 'e', 'n', 't', 'a', 't', 'i', 'o', 'n']","['c', 'l', 'd', 'v']",13,6,True
bomber,"['b', 'o', 'm', 'b', 'e', 'r']","['s', 'a', 'i', 'l', 'd', 'c', 'h', 'g']",6,2,True
inpatients,"['i', 'n', 'p', 'a', 't', 'i', 'e', 'n', 't', 's']","['o', 'l', 'r', 'm', 'h', 'u']",10,4,True
divest,"['d', 'i', 'v', 'e', 's', 't']","['r', 'g']",6,8,True
nix,"['n', 'i', 'x']","['a', 'o', 'e', 'p', 'l', 't', 'b']",3,3,True
resurrecting,"['r', 'e', 's', 'u', 'r', 'r', 'e', 'c', 't', 'i', 'n', 'g']",[],12,10,True
raped,"['r', 'a', 'p', 'e', 'd']",['s'],5,9,True
backbitten,"['b', 'a', 'c', 'k', 'b', 'i', 't', 't', 'e', 'n']","['o', 'l', 'r', 'd']",10,6,True
bikers,"['b', 'i', 'k', 'e', 'r', 's']","['o', 'a', 'l', 'p', 'd', 'm']",6,4,True
granulating,"['g', 'r', 'a', 'n', 'u', 'l', 'a', 't', 'i', 'n', 'g']","['o', 's', 'k']",11,7,True
bitch,"['b', 'i', 't', 'c', 'h']","['s', 'e', 'a', 'o', 'u', 'y', 'd']",5,3,True
cleaned,"['c', 'l', 'e', 'a', 'n', 'e', 'd']","['s', 'r']",7,8,True
scubaed,"['s', 'c', 'u', 'b', 'a', 'e', 'd']","['r', 'i', 'l']",7,7,True
memento,"['m', 'e', 'm', 'e', 'n', 't', 'o']","['s', 'r', 'l', 'g', 'a', 'c', 'y']",7,3,True
subleased,"['s', 'u', 'b', 'l', 'e', 'a', 's', 'e', 'd']","['t', 'r']",9,8,True
topped,"['t', 'o', 'p', 'p', 'e', 'd']","['s', 'r', 'l', 'n', 'b', 'c', 'm', 'h']",6,2,True
temptresses,"['t', 'e', 'm', 'p', 't', 'r', 'e', 's', 's', 'e', 's']","['o', 'l', 'd', 'c', 'g', 'n', 'y']",11,3,True
scion,"['s', 'c', 'i', 'o', 'n']","['e', 'a', 'r', 'd']",5,6,True
fathom,"['f', 'a', 't', 'h', 'o', 'm']","['s', 'r', 'd', 'n', 'e', 'w', 'l']",6,3,True
jollied,"['j', 'o', 'l', 'l', 'i', 'e', 'd']","['s', 'r', 'g', 'b', 'a']",7,5,True
indentured,"['i', 'n', 'd', 'e', 'n', 't', 'u', 'r', 'e', 'd']","['o', 'l', 'a']",10,7,True
thinks,"['t', 'h', 'i', 'n', 'k', 's']","['e', 'a', 'r', 'l', 'c']",6,5,True
edition,"['e', 'd', 'i', 't', 'i', 'o', 'n']","['s', 'r', 'l', 'g', 'a', 'm']",7,4,True
cuffs,"['c', 'u', 'f', 'f', 's']","['e', 'a', 'o', 'l', 'n', 'p', 'r']",5,3,True
reported,"['r', 'e', 'p', 'o', 'r', 't', 'e', 'd']",['s'],8,9,True
skinless,"['s', 'k', 'i', 'n', 'l', 'e', 's', 's']","['r', 'a', 't', 'd']",8,6,True
chequering,"['c', 'h', 'e', 'q', 'u', 'e', 'r', 'i', 'n', 'g']","['o', 'l', 'a', 't', 'd', 'p', 's']",10,3,True
wardroom,"['w', 'a', 'r', 'd', 'r', 'o', 'o', 'm']","['i', 's', 'b', 'k']",8,6,True
screaming,"['s', 'c', 'r', 'e', 'a', 'm', 'i', 'n', 'g']","['t', 'l', 'k']",9,7,True
skyjacker,"['s', 'k', 'y', 'j', 'a', 'c', 'k', 'e', 'r']","['t', 'l']",9,8,True
rotisserie,"['r', 'o', 't', 'i', 's', 's', 'e', 'r', 'i', 'e']",['a'],10,9,True
costuming,"['c', 'o', 's', 't', 'u', 'm', 'i', 'n', 'g']","['a', 'r', 'l']",9,7,True
staplers,"['s', 't', 'a', 'p', 'l', 'e', 'r', 's']",[],8,10,True
vendors,"['v', 'e', 'n', 'd', 'o', 'r', 's']","['a', 'i']",7,8,True
worries,"['w', 'o', 'r', 'r', 'i', 'e', 's']",['l'],7,9,True
merchandise,"['m', 'e', 'r', 'c', 'h', 'a', 'n', 'd', 'i', 's', 'e']","['o', 'l']",11,8,True
triumphs,"['t', 'r', 'i', 'u', 'm', 'p', 'h', 's']","['l', 'a', 'c']",8,7,True
lodged,"['l', 'o', 'd', 'g', 'e', 'd']","['s', 'r', 'u']",6,7,True
renegade,"['r', 'e', 'n', 'e', 'g', 'a', 'd', 'e']",['s'],8,9,True
shortchange,"['s', 'h', 'o', 'r', 't', 'c', 'h', 'a', 'n', 'g', 'e']",['i'],11,9,True
oozing,"['o', 'o', 'z', 'i', 'n', 'g']","['s', 'r', 'd', 'a']",6,6,True
bobbins,"['b', 'o', 'b', 'b', 'i', 'n', 's']","['r', 'l', 'd', 'e']",7,6,True
implore,"['i', 'm', 'p', 'l', 'o', 'r', 'e']","['s', 'a']",7,8,True
gruelling,"['g', 'r', 'u', 'e', 'l', 'l', 'i', 'n', 'g']","['t', 'a', 'o']",9,7,True
sandblaster,"['s', 'a', 'n', 'd', 'b', 'l', 'a', 's', 't', 'e', 'r']",['o'],11,9,True
honoured,"['h', 'o', 'n', 'o', 'u', 'r', 'e', 'd']","['s', 'a', 't', 'l']",8,6,True
compliant,"['c', 'o', 'm', 'p', 'l', 'i', 'a', 'n', 't']",[],9,10,True
jangle,"['j', 'a', 'n', 'g', 'l', 'e']","['s', 'r', 'd', 'i', 'm', 'b', 'y']",6,3,True
embalmed,"['e', 'm', 'b', 'a', 'l', 'm', 'e', 'd']","['r', 't', 'c']",8,7,True
imprisons,"['i', 'm', 'p', 'r', 'i', 's', 'o', 'n', 's']","['t', 'a', 'l']",9,7,True
inset,"['i', 'n', 's', 'e', 't']","['d', 'r', 'o', 'p']",5,6,True
chaffing,"['c', 'h', 'a', 'f', 'f', 'i', 'n', 'g']","['r', 'e', 'l', 't', 'p']",8,5,True
potatoes,"['p', 'o', 't', 'a', 't', 'o', 'e', 's']","['r', 'u']",8,8,True
succeeding,"['s', 'u', 'c', 'c', 'e', 'e', 'd', 'i', 'n', 'g']","['o', 'l', 'a', 't', 'r']",10,5,True
subletting,"['s', 'u', 'b', 'l', 'e', 't', 't', 'i', 'n', 'g']",['o'],10,9,True
osier,"['o', 's', 'i', 'e', 'r']","['a', 'h']",5,8,True
embezzlement,"['e', 'm', 'b', 'e', 'z', 'z', 'l', 'e', 'm', 'e', 'n', 't']","['c', 'r']",12,8,True
woolie,"['w', 'o', 'o', 'l', 'i', 'e']","['s', 'r', 'd', 'n', 'a', 'c', 't', 'b']",6,2,True
livened,"['l', 'i', 'v', 'e', 'n', 'e', 'd']","['s', 'r', 'k']",7,7,True
appends,"['a', 'p', 'p', 'e', 'n', 'd', 's']","['r', 'i', 'u', 't', 'l']",7,5,True
moistness,"['m', 'o', 'i', 's', 't', 'n', 'e', 's', 's']","['r', 'q', 'f']",9,7,True
pharynx,"['p', 'h', 'a', 'r', 'y', 'n', 'x']","['s', 'i', 'o', 'd', 't']",7,5,True
foreign,"['f', 'o', 'r', 'e', 'i', 'g', 'n']","['s', 'a', 'c']",7,7,True
thanking,"['t', 'h', 'a', 'n', 'k', 'i', 'n', 'g']","['r', 'e', 'l', 'd']",8,6,True
rose,"['r', 'o', 's', 'e']","['a', 'l']",4,8,True
inure,"['i', 'n', 'u', 'r', 'e']","['s', 'a']",5,8,True
drowse,"['d', 'r', 'o', 'w', 's', 'e']","['t', 'i', 'y', 'b']",6,6,True
undersecretaries,"['u', 'n', 'd', 'e', 'r', 's', 'e', 'c', 'r', 'e', 't', 'a', 'r', 'i', 'e', 's']",[],16,10,True
costumes,"['c', 'o', 's', 't', 'u', 'm', 'e', 's']","['r', 'a', 'n', 'l', 'd']",8,5,True
replace,"['r', 'e', 'p', 'l', 'a', 'c', 'e']","['s', 'n']",7,8,True
linchpins,"['l', 'i', 'n', 'c', 'h', 'p', 'i', 'n', 's']","['t', 'a', 'o', 'u', 'r', 'e', 'y']",9,3,True
stimulus,"['s', 't', 'i', 'm', 'u', 'l', 'u', 's']","['r', 'a', 'e']",8,7,True
diskette,"['d', 'i', 's', 'k', 'e', 't', 't', 'e']","['r', 'a', 'c', 'l']",8,6,True
request,"['r', 'e', 'q', 'u', 'e', 's', 't']","['i', 'a', 'o', 'l']",7,6,True
colored,"['c', 'o', 'l', 'o', 'r', 'e', 'd']",['s'],7,9,True
hatchbacks,"['h', 'a', 't', 'c', 'h', 'b', 'a', 'c', 'k', 's']","['o', 'l', 'i', 'd', 'r']",10,5,True
umbilicus,"['u', 'm', 'b', 'i', 'l', 'i', 'c', 'u', 's']","['t', 'a', 'o', 'n', 'p', 'r', 'd']",9,3,True
sobs,"['s', 'o', 'b', 's']","['e', 'a', 'l', 'd']",4,6,True
disguising,"['d', 'i', 's', 'g', 'u', 'i', 's', 'i', 'n', 'g']","['o', 'l', 'a', 't']",10,6,True
potpourri,"['p', 'o', 't', 'p', 'o', 'u', 'r', 'r', 'i']","['n', 'a']",9,8,True
procrastinates,"['p', 'r', 'o', 'c', 'r', 'a', 's', 't', 'i', 'n', 'a', 't', 'e', 's']","['l', 'd']",14,8,True
gored,"['g', 'o', 'r', 'e', 'd']","['s', 'a', 'b', 'p', 'c']",5,5,True
oils,"['o', 'i', 'l', 's']","['e', 'a', 'u']",4,7,True
concurs,"['c', 'o', 'n', 'c', 'u', 'r', 's']","['a', 'l']",7,8,True
palimpsests,"['p', 'a', 'l', 'i', 'm', 'p', 's', 'e', 's', 't', 's']","['o', 'r', 'd', 'c', 'f']",11,5,True
mouths,"['m', 'o', 'u', 't', 'h', 's']","['e', 'a', 'i', 'r', 'l', 'n']",6,4,True
pipelines,"['p', 'i', 'p', 'e', 'l', 'i', 'n', 'e', 's']","['t', 'a', 'o', 'd']",9,6,True
substantiated,"['s', 'u', 'b', 's', 't', 'a', 'n', 't', 'i', 'a', 't', 'e', 'd']","['c', 'l', 'g', 'm', 'h']",13,5,True
intimately,"['i', 'n', 't', 'i', 'm', 'a', 't', 'e', 'l', 'y']","['o', 'r', 's', 'h']",10,6,True
reproductive,"['r', 'e', 'p', 'r', 'o', 'd', 'u', 'c', 't', 'i', 'v', 'e']","['s', 'y', 'a', 'n', 'l']",12,5,True
memorising,"['m', 'e', 'm', 'o', 'r', 'i', 's', 'i', 'n', 'g']","['a', 't', 'c', 'l', 'u', 'd', 'p']",10,3,True
fiftieths,"['f', 'i', 'f', 't', 'i', 'e', 't', 'h', 's']",[],9,10,True
squabs,"['s', 'q', 'u', 'a', 'b', 's']","['e', 'r', 'd']",6,7,True
syntheses,"['s', 'y', 'n', 't', 'h', 'e', 's', 'e', 's']","['a', 'o', 'r', 'i']",9,6,True
plebiscites,"['p', 'l', 'e', 'b', 'i', 's', 'c', 'i', 't', 'e', 's']","['o', 'n']",11,8,True
prospers,"['p', 'r', 'o', 's', 'p', 'e', 'r', 's']",['t'],8,9,True
romancing,"['r', 'o', 'm', 'a', 'n', 'c', 'i', 'n', 'g']","['t', 'l', 's', 'd']",9,6,True
command,"['c', 'o', 'm', 'm', 'a', 'n', 'd']","['s', 'r', 'l', 'g', 'f']",7,5,True
namesake,"['n', 'a', 'm', 'e', 's', 'a', 'k', 'e']",['r'],8,9,True
spanks,"['s', 'p', 'a', 'n', 'k', 's']","['e', 't', 'c', 'r']",6,6,True
nightclubs,"['n', 'i', 'g', 'h', 't', 'c', 'l', 'u', 'b', 's']","['o', 'r']",10,8,True
does,"['d', 'o', 'e', 's']",['r'],4,9,True
castigate,"['c', 'a', 's', 't', 'i', 'g', 'a', 't', 'e']","['r', 'n', 'l', 'y', 'p', 'm']",9,4,True
clamor,"['c', 'l', 'a', 'm', 'o', 'r']","['s', 'b']",6,8,True
caviled,"['c', 'a', 'v', 'i', 'l', 'e', 'd']","['s', 'r', 'n', 'b', 'w']",7,5,True
incites,"['i', 'n', 'c', 'i', 't', 'e', 's']",['r'],7,9,True
sluggards,"['s', 'l', 'u', 'g', 'g', 'a', 'r', 'd', 's']","['t', 'b']",9,8,True
prequels,"['p', 'r', 'e', 'q', 'u', 'e', 'l', 's']","['t', 'a', 'i', 'o']",8,6,True
jetted,"['_', '_', 't', 't', '_', 'd']","['s', 'r', 'l', 'n', 'o', 'a', 'u', 'i', 'p', 'b']",3,0,False
tapering,"['t', 'a', 'p', 'e', 'r', 'i', 'n', 'g']",['c'],8,9,True
snowshoes,"['s', 'n', 'o', 'w', 's', 'h', 'o', 'e', 's']","['t', 'a', 'r', 'd']",9,6,True
remodelled,"['r', 'e', 'm', 'o', 'd', 'e', 'l', 'l', 'e', 'd']","['a', 't', 'c']",10,7,True
peanut,"['p', 'e', 'a', 'n', 'u', 't']","['s', 'r', 'd', 'l']",6,6,True
copycat,"['c', 'o', 'p', 'y', 'c', 'a', 't']","['s', 'r', 'l', 'g']",7,6,True
amorous,"['a', 'm', 'o', 'r', 'o', 'u', 's']",[],7,10,True
swims,"['s', 'w', 'i', 'm', 's']","['a', 't', 'p', 'k', 'l', 'h']",5,4,True
butches,"['b', 'u', 't', 'c', 'h', 'e', 's']","['r', 'i', 'a', 'l', 'n', 'o']",7,4,True
articulately,"['a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 't', 'e', 'l', 'y']",[],12,10,True
demoing,"['d', 'e', 'm', 'o', 'i', 'n', 'g']","['s', 'r', 'l', 'a']",7,6,True
amalgamation,"['a', 'm', 'a', 'l', 'g', 'a', 'm', 'a', 't', 'i', 'o', 'n']","['c', 'p']",12,8,True
murder,"['m', 'u', 'r', 'd', 'e', 'r']","['s', 'a', 'o', 'l', 'b']",6,5,True
plutocrats,"['p', 'l', 'u', 't', 'o', 'c', 'r', 'a', 't', 's']",[],10,10,True
configuration,"['c', 'o', 'n', 'f', 'i', 'g', 'u', 'r', 'a', 't', 'i', 'o', 'n']","['m', 'l']",13,8,True
harmoniousness,"['h', 'a', 'r', 'm', 'o', 'n', 'i', 'o', 'u', 's', 'n', 'e', 's', 's']","['l', 'c', 'p', 'd', 'g']",14,5,True
scamps,"['s', 'c', 'a', 'm', 'p', 's']","['e', 't', 'k', 'w', 'l', 'r']",6,4,True
enriching,"['e', 'n', 'r', 'i', 'c', 'h', 'i', 'n', 'g']","['t', 'a', 'o', 'l', 'd', 'u', 's', 'p']",9,2,True
redeveloping,"['r', 'e', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'i', 'n', 'g']",['c'],12,9,True
cravings,"['c', 'r', 'a', 'v', 'i', 'n', 'g', 's']","['t', 'l', 'm', 'e']",8,6,True
hobnail,"['h', 'o', 'b', 'n', 'a', 'i', 'l']","['s', 'r', 'e', 't', 'c', 'u', 'm']",7,3,True
deflects,"['d', 'e', 'f', 'l', 'e', 'c', 't', 's']","['r', 'a', 'o', 'n', 'u']",8,5,True
bootleggers,"['b', 'o', 'o', 't', 'l', 'e', 'g', 'g', 'e', 'r', 's']",['d'],11,9,True
classified,"['c', 'l', 'a', 's', 's', 'i', 'f', 'i', 'e', 'd']","['o', 'r', 'n']",10,7,True
invitationals,"['i', 'n', 'v', 'i', 't', 'a', 't', 'i', 'o', 'n', 'a', 'l', 's']","['c', 'u', 'p', 'r']",13,6,True
every,"['e', 'v', 'e', 'r', 'y']","['s', 't', 'n', 'l']",5,6,True
auditoria,"['a', 'u', 'd', 'i', 't', 'o', 'r', 'i', 'a']","['n', 'l']",9,8,True
lazybones,"['l', 'a', 'z', 'y', 'b', 'o', 'n', 'e', 's']","['t', 'u', 'i', 'd', 'r']",9,5,True
unutterable,"['u', 'n', 'u', 't', 't', 'e', 'r', 'a', 'b', 'l', 'e']","['o', 'y']",11,8,True
striven,"['s', 't', 'r', 'i', 'v', 'e', 'n']","['d', 'l', 'h']",7,7,True
mohair,"['m', 'o', 'h', 'a', 'i', 'r']","['s', 'd', 'p', 'f']",6,6,True
boudoir,"['b', 'o', 'u', 'd', 'o', 'i', 'r']",['s'],7,9,True
