target,discovered,wrong letters,number of hits,lives remaining,game won
lecterns,"['l', 'e', 'c', 't', 'e', 'r', 'n', 's']","['i', 'a', 'o', 'u', 'd', 'p', 'h', 'y']",8,2,True
pleurisy,"['p', 'l', 'e', 'u', 'r', 'i', 's', '_']","['a', 'o', 'n', 't', 'd', 'c', 'm', 'f', 'b', 'h']",7,0,False
parquets,"['p', 'a', 'r', '_', 'u', 'e', 't', 's']","['i', 'o', 'l', 'd', 'n', 'c', 'm', 'h', 'b', 'g']",7,0,False
tradesman,"['t', 'r', 'a', 'd', 'e', 's', 'm', 'a', 'n']","['i', 'o', 'l', 'u', 'c', 'p', 'g', 'h']",9,2,True
gaggles,"['_', 'a', '_', '_', 'l', 'e', 's']","['i', 'r', 'o', 't', 'd', 'u', 'n', 'p', 'c', 'b']",4,0,False
mashes,"['_', 'a', 's', 'h', 'e', 's']","['i', 'r', 'o', 'l', 't', 'd', 'n', 'u', 'p', 'c']",5,0,False
mobs,"['_', 'o', 'b', 's']","['e', 'i', 'a', 'u', 'r', 'l', 't', 'n', 'c', 'h']",3,0,False
parricide,"['p', 'a', 'r', 'r', 'i', 'c', 'i', 'd', 'e']","['s', 'n', 'l', 't', 'o']",9,5,True
razes,"['r', 'a', '_', 'e', 's']","['i', 'o', 't', 'l', 'd', 'u', 'n', 'p', 'c', 'm']",4,0,False
lanced,"['l', 'a', 'n', 'c', 'e', 'd']","['s', 'i', 'r', 'o', 't', 'u']",6,4,True
abets,"['a', '_', 'e', 't', 's']","['i', 'r', 'o', 'l', 'n', 'd', 'u', 'h', 'p', 'm']",4,0,False
mongered,"['_', 'o', 'n', '_', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'u', 't', 'l', 'c', 'p', 'b', 'w']",6,0,False
conclaves,"['c', 'o', 'n', 'c', 'l', 'a', '_', 'e', 's']","['i', 'r', 't', 'd', 'u', 'p', 'b', 'h', 'm', 'g']",8,0,False
baleful,"['b', 'a', 'l', 'e', '_', 'u', 'l']","['s', 'i', 'r', 'o', 'd', 't', 'n', 'y', 'p', 'm']",6,0,False
dumpster,"['d', 'u', 'm', 'p', 's', 't', 'e', 'r']","['i', 'a', 'o', 'l', 'n', 'c']",8,4,True
annotate,"['a', 'n', 'n', 'o', 't', 'a', 't', 'e']","['s', 'i', 'r', 'l', 'd']",8,5,True
deities,"['d', 'e', 'i', 't', 'i', 'e', 's']","['a', 'o', 'n', 'r', 'l']",7,5,True
yeahs,"['_', 'e', 'a', 'h', 's']","['i', 'r', 'o', 'l', 't', 'd', 'n', 'u', 'p', 'c']",4,0,False
towel,"['t', 'o', '_', 'e', 'l']","['s', 'i', 'a', 'r', 'd', 'n', 'u', 'y', 'p', 'b']",4,0,False
zither,"['_', 'i', 't', 'h', 'e', 'r']","['s', 'n', 'a', 'o', 'l', 'd', 'u', 'p', 'c', 'f']",5,0,False
refining,"['r', 'e', 'f', 'i', 'n', 'i', 'n', 'g']","['s', 'a', 'o', 't', 'd', 'l', 'u', 'p', 'c']",8,1,True
atavism,"['a', 't', 'a', '_', 'i', 's', 'm']","['e', 'n', 'o', 'l', 'r', 'u', 'c', 'h', 'p', 'd']",6,0,False
vitiated,"['_', 'i', 't', 'i', 'a', 't', 'e', 'd']","['s', 'n', 'r', 'l', 'o', 'c', 'm', 'p', 'g', 'b']",7,0,False
equalling,"['e', '_', 'u', 'a', 'l', 'l', 'i', 'n', 'g']","['s', 'r', 't', 'd', 'o', 'c', 'm', 'p', 'b', 'f']",8,0,False
smiles,"['s', 'm', 'i', 'l', 'e', 's']","['a', 'o', 'n', 'r', 't', 'd', 'u', 'p', 'h']",6,1,True
fondest,"['_', 'o', 'n', 'd', 'e', 's', 't']","['i', 'a', 'r', 'l', 'u', 'c', 'p', 'm', 'b', 'h']",6,0,False
drumstick,"['d', 'r', 'u', 'm', 's', 't', 'i', 'c', '_']","['e', 'a', 'o', 'n', 'l', 'h', 'p', 'y', 'f', 'b']",8,0,False
conscription,"['c', 'o', 'n', 's', 'c', 'r', 'i', 'p', 't', 'i', 'o', 'n']","['e', 'a', 'u', 'g', 'l']",12,5,True
doves,"['d', 'o', '_', 'e', 's']","['i', 'a', 'r', 'l', 't', 'n', 'u', 'p', 'c', 'b']",4,0,False
lamebrain,"['l', 'a', 'm', 'e', 'b', 'r', 'a', 'i', 'n']","['s', 't', 'd', 'o', 'g', 'c', 'u', 'p']",9,2,True
snags,"['s', 'n', 'a', '_', 's']","['e', 'i', 'o', 'u', 'r', 'l', 't', 'y', 'p', 'h']",4,0,False
generalise,"['g', 'e', 'n', 'e', 'r', 'a', 'l', 'i', 's', 'e']","['t', 'o', 'd']",10,7,True
chancels,"['c', 'h', 'a', 'n', 'c', 'e', 'l', 's']","['i', 'r', 'o', 't', 'd', 'u', 'p']",8,3,True
trotting,"['t', 'r', 'o', 't', 't', 'i', 'n', 'g']","['e', 'a', 's', 'l']",8,6,True
transistor,"['t', 'r', 'a', 'n', 's', 'i', 's', 't', 'o', 'r']","['e', 'l']",10,8,True
caddish,"['c', 'a', '_', '_', 'i', 's', 'h']","['e', 'n', 'o', 'l', 't', 'r', 'u', 'm', 'p', 'k']",5,0,False
inexhaustibly,"['i', 'n', 'e', '_', 'h', 'a', 'u', 's', 't', 'i', 'b', 'l', 'y']","['r', 'o', 'd', 'g', 'c', 'm', 'p', 'f', 'v', 'k']",12,0,False
overburdening,"['o', '_', 'e', 'r', 'b', 'u', 'r', 'd', 'e', 'n', 'i', 'n', 'g']","['s', 'a', 't', 'l', 'c', 'p', 'm', 'f', 'w', 'h']",12,0,False
sideways,"['s', 'i', 'd', 'e', '_', 'a', '_', 's']","['r', 'n', 'l', 't', 'o', 'c', 'm', 'p', 'u', 'h']",6,0,False
hindering,"['_', 'i', 'n', 'd', 'e', 'r', 'i', 'n', 'g']","['s', 'a', 'o', 't', 'l', 'u', 'p', 'c', 'f', 'b']",8,0,False
smouldering,"['s', 'm', 'o', 'u', 'l', 'd', 'e', 'r', 'i', 'n', 'g']","['a', 't', 'c', 'p', 'b']",11,5,True
riboflavin,"['r', 'i', 'b', 'o', 'f', 'l', 'a', '_', 'i', 'n']","['e', 's', 't', 'g', 'c', 'd', 'm', 'y', 'p', 'u']",9,0,False
chieftains,"['c', 'h', 'i', 'e', 'f', 't', 'a', 'i', 'n', 's']","['r', 'l', 'o', 'd', 'g', 'u', 'p', 'm', 'k']",10,1,True
younger,"['_', 'o', 'u', 'n', 'g', 'e', 'r']","['s', 'i', 'a', 'd', 't', 'l', 'c', 'p', 'b', 'm']",6,0,False
mollifies,"['_', 'o', 'l', 'l', 'i', '_', 'i', 'e', 's']","['a', 'n', 'r', 't', 'd', 'u', 'p', 'c', 'b', 'h']",7,0,False
delegate,"['d', 'e', 'l', 'e', '_', 'a', 't', 'e']","['s', 'i', 'r', 'o', 'n', 'u', 'c', 'p', 'b', 'w']",7,0,False
topknot,"['t', 'o', '_', '_', 'n', 'o', 't']","['e', 'i', 'a', 's', 'u', 'r', 'l', 'y', 'c', 'w']",5,0,False
basemen,"['_', 'a', 's', 'e', 'm', 'e', 'n']","['i', 'r', 'o', 'l', 't', 'd', 'u', 'c', 'p', 'h']",6,0,False
retching,"['r', 'e', 't', 'c', 'h', 'i', 'n', 'g']","['s', 'a', 'o', 'd', 'l', 'u', 'p']",8,3,True
interminably,"['i', 'n', 't', 'e', 'r', 'm', 'i', 'n', 'a', 'b', 'l', 'y']","['s', 'o', 'd', 'g', 'c', 'u', 'p']",12,3,True
dispensations,"['d', 'i', 's', 'p', 'e', 'n', 's', 'a', 't', 'i', 'o', 'n', 's']","['r', 'l', 'c', 'g', 'm']",13,5,True
backstroked,"['b', 'a', 'c', '_', 's', 't', 'r', 'o', '_', 'e', 'd']","['i', 'l', 'n', 'u', 'p', 'h', 'm', 'g', 'w', 'f']",9,0,False
infantile,"['i', 'n', '_', 'a', 'n', 't', 'i', 'l', 'e']","['s', 'r', 'o', 'd', 'g', 'c', 'u', 'm', 'p', 'y']",8,0,False
swisher,"['s', '_', 'i', 's', 'h', 'e', 'r']","['a', 'o', 'n', 't', 'l', 'd', 'u', 'p', 'c', 'f']",6,0,False
littlest,"['l', 'i', 't', 't', 'l', 'e', 's', 't']","['a', 'o', 'n', 'r']",8,6,True
reapportioning,"['r', 'e', 'a', 'p', 'p', 'o', 'r', 't', 'i', 'o', 'n', 'i', 'n', 'g']","['s', 'l', 'd', 'c']",14,6,True
blockades,"['b', 'l', 'o', 'c', '_', 'a', 'd', 'e', 's']","['i', 'r', 't', 'n', 'u', 'p', 'h', 'm', 'g', 'w']",8,0,False
humbug,"['_', 'u', '_', '_', 'u', '_']","['e', 'i', 'a', 'o', 's', 'y', 'l', 'r', 't', 'n']",2,0,False
macerated,"['_', 'a', 'c', 'e', 'r', 'a', 't', 'e', 'd']","['s', 'i', 'o', 'l', 'n', 'u', 'p', 'h', 'b', 'g']",8,0,False
reactivation,"['r', 'e', 'a', 'c', 't', 'i', '_', 'a', 't', 'i', 'o', 'n']","['s', 'l', 'd', 'g', 'p', 'm', 'h', 'u', 'b', 'f']",11,0,False
laudatory,"['l', 'a', 'u', 'd', 'a', 't', 'o', 'r', 'y']","['e', 'i', 's', 'n', 'c', 'm']",9,4,True
cooperatively,"['c', 'o', 'o', 'p', 'e', 'r', 'a', 't', 'i', 'v', 'e', 'l', 'y']","['s', 'n', 'd', 'u', 'h', 'm', 'b', 'f', 'g']",13,1,True
pidgins,"['p', 'i', 'd', 'g', 'i', 'n', 's']","['e', 'a', 'o', 'u', 't', 'l', 'r', 'h', 'k']",7,1,True
jellyfishes,"['_', 'e', 'l', 'l', '_', '_', 'i', 's', 'h', 'e', 's']","['a', 'o', 'n', 'r', 't', 'd', 'u', 'p', 'c', 'm']",8,0,False
crossbreeding,"['c', 'r', 'o', 's', 's', 'b', 'r', 'e', 'e', 'd', 'i', 'n', 'g']","['a', 't', 'l', 'u', 'p', 'm', 'h']",13,3,True
tauter,"['t', 'a', 'u', 't', 'e', 'r']","['s', 'i', 'o', 'd', 'l', 'n', 'c']",6,3,True
panegyrics,"['p', 'a', 'n', 'e', 'g', '_', 'r', 'i', 'c', 's']","['t', 'l', 'o', 'd', 'u', 'h', 'm', 'k', 'b', 'v']",9,0,False
extravagantly,"['e', '_', 't', 'r', 'a', '_', 'a', 'g', 'a', 'n', 't', 'l', 'y']","['s', 'i', 'o', 'd', 'u', 'c', 'p', 'b', 'm', 'w']",11,0,False
juleps,"['_', 'u', 'l', 'e', 'p', 's']","['i', 'a', 'o', 'r', 'd', 't', 'n', 'h', 'm', 'f']",5,0,False
detriment,"['d', 'e', 't', 'r', 'i', 'm', 'e', 'n', 't']","['s', 'a', 'o', 'l', 'g', 'u', 'c', 'p', 'f']",9,1,True
medications,"['m', 'e', 'd', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']","['r', 'l', 'g', 'u']",11,6,True
yen,"['_', 'e', '_']","['s', 'i', 'a', 'o', 'u', 'r', 'd', 'l', 't', 'h']",1,0,False
shammies,"['s', 'h', 'a', 'm', 'm', 'i', 'e', 's']","['r', 'n', 'l', 't', 'd', 'o', 'c', 'p']",8,2,True
amended,"['a', 'm', 'e', 'n', 'd', 'e', 'd']","['s', 'i', 'r', 'l', 'o', 't', 'u', 'c', 'p']",7,1,True
postponing,"['p', 'o', 's', 't', 'p', 'o', 'n', 'i', 'n', 'g']","['e', 'a', 'u', 'l', 'r', 'c']",10,4,True
cheeky,"['_', 'h', 'e', 'e', '_', '_']","['s', 'i', 'a', 'o', 'u', 'r', 'd', 'l', 't', 'n']",3,0,False
dosage,"['d', 'o', 's', 'a', '_', 'e']","['i', 'r', 'l', 't', 'n', 'c', 'p', 'b', 'm', 'h']",5,0,False
spriest,"['s', 'p', 'r', 'i', 'e', 's', 't']","['a', 'o', 'n', 'l', 'd', 'u']",7,4,True
deadlocked,"['d', 'e', 'a', 'd', 'l', 'o', 'c', '_', 'e', 'd']","['s', 'i', 'r', 'n', 't', 'b', 'p', 'u', 'y', 'g']",9,0,False
jinns,"['_', 'i', 'n', 'n', 's']","['e', 'a', 'o', 'u', 'g', 't', 'l', 'p', 'k', 'h']",4,0,False
resurrection,"['r', 'e', 's', 'u', 'r', 'r', 'e', 'c', 't', 'i', 'o', 'n']","['a', 'l', 'd']",12,7,True
trusts,"['t', 'r', 'u', 's', 't', 's']","['e', 'i', 'a', 'o', 'l']",6,5,True
powwowing,"['p', 'o', '_', '_', 'o', '_', 'i', 'n', 'g']","['e', 'a', 's', 'l', 't', 'r', 'u', 'c', 'd', 'b']",6,0,False
responsive,"['r', 'e', 's', 'p', 'o', 'n', 's', 'i', '_', 'e']","['a', 't', 'l', 'd', 'c', 'g', 'u', 'm', 'h', 'b']",9,0,False
priest,"['p', 'r', 'i', 'e', 's', 't']","['a', 'o', 'n', 'l', 'd', 'u']",6,4,True
jewelling,"['_', 'e', '_', 'e', 'l', 'l', 'i', 'n', 'g']","['s', 'a', 'r', 'o', 'd', 't', 'u', 'c', 'p', 'b']",7,0,False
abatement,"['a', '_', 'a', 't', 'e', 'm', 'e', 'n', 't']","['s', 'i', 'r', 'l', 'd', 'o', 'u', 'c', 'y', 'g']",8,0,False
disloyally,"['d', 'i', 's', 'l', 'o', 'y', 'a', 'l', 'l', 'y']","['e', 'n', 't', 'r', 'c', 'p', 'm', 'b']",10,2,True
softhearted,"['s', 'o', '_', 't', 'h', 'e', 'a', 'r', 't', 'e', 'd']","['i', 'l', 'n', 'c', 'u', 'p', 'm', 'b', 'w', 'g']",10,0,False
unimpressive,"['u', 'n', 'i', 'm', 'p', 'r', 'e', 's', 's', 'i', '_', 'e']","['a', 'o', 't', 'l', 'd', 'g', 'c', 'h', 'f', 'b']",11,0,False
circumscribed,"['c', 'i', 'r', 'c', 'u', 'm', 's', 'c', 'r', 'i', 'b', 'e', 'd']","['a', 'o', 'n', 't', 'l', 'p']",13,4,True
linguists,"['l', 'i', 'n', 'g', 'u', 'i', 's', 't', 's']","['e', 'a', 'o']",9,7,True
nuances,"['n', 'u', 'a', 'n', 'c', 'e', 's']","['i', 'r', 'o', 'l', 't', 'd']",7,4,True
reloading,"['r', 'e', 'l', 'o', 'a', 'd', 'i', 'n', 'g']","['s', 't']",9,8,True
dispatcher,"['d', 'i', 's', 'p', 'a', 't', 'c', 'h', 'e', 'r']","['n', 'l', 'o', 'u']",10,6,True
hey,"['h', 'e', '_']","['s', 'i', 'a', 'o', 'u', 'r', 'd', 'l', 't', 'n']",2,0,False
x,['_'],"['e', 'i', 'a', 'o', 'u', 'y', 's', 'r', 't', 'k']",0,0,False
calumniate,"['c', 'a', 'l', 'u', 'm', 'n', 'i', 'a', 't', 'e']","['s', 'r', 'o', 'd', 'g']",10,5,True
timorous,"['t', 'i', 'm', 'o', 'r', 'o', 'u', 's']","['e', 'a', 'n', 'l', 'c', 'p', 'h', 'd']",8,2,True
vixenish,"['_', 'i', '_', 'e', 'n', 'i', 's', '_']","['a', 'o', 'r', 'l', 't', 'd', 'u', 'g', 'c', 'p']",5,0,False
untouched,"['u', 'n', 't', 'o', 'u', 'c', 'h', 'e', 'd']","['s', 'i', 'a', 'r', 'l']",9,5,True
bred,"['_', 'r', 'e', 'd']","['s', 'i', 'a', 'o', 'u', 't', 'l', 'n', 'p', 'y']",3,0,False
focuses,"['_', 'o', 'c', 'u', 's', 'e', 's']","['i', 'a', 'r', 'l', 't', 'd', 'n', 'p', 'h', 'b']",6,0,False
testing,"['t', 'e', 's', 't', 'i', 'n', 'g']","['a', 'o', 'r', 'l', 'd', 'u']",7,4,True
dribblers,"['d', 'r', 'i', '_', '_', 'l', 'e', 'r', 's']","['a', 'o', 'n', 't', 'u', 'p', 'c', 'm', 'f', 'g']",7,0,False
secretariat,"['s', 'e', 'c', 'r', 'e', 't', 'a', 'r', 'i', 'a', 't']","['n', 'l', 'o', 'd']",11,6,True
compliment,"['c', 'o', 'm', 'p', 'l', 'i', 'm', 'e', 'n', 't']","['s', 'a', 'r', 'd', 'g', 'u']",10,4,True
complains,"['c', 'o', 'm', 'p', 'l', 'a', 'i', 'n', 's']","['e', 't', 'r', 'g', 'u']",9,5,True
tony,"['t', 'o', 'n', 'y']","['e', 'i', 'a', 's', 'u', 'r', 'l']",4,3,True
festival,"['_', 'e', 's', 't', 'i', '_', 'a', 'l']","['r', 'n', 'o', 'd', 'c', 'u', 'p', 'h', 'm', 'b']",6,0,False
elastic,"['e', 'l', 'a', 's', 't', 'i', 'c']","['r', 'n', 'o', 'd']",7,6,True
movements,"['m', 'o', '_', 'e', 'm', 'e', 'n', 't', 's']","['i', 'a', 'r', 'l', 'd', 'u', 'c', 'p', 'h', 'b']",8,0,False
dissents,"['d', 'i', 's', 's', 'e', 'n', 't', 's']","['a', 'o', 'r', 'l']",8,6,True
rightness,"['r', 'i', 'g', 'h', 't', 'n', 'e', 's', 's']","['a', 'o', 'l', 'd', 'u', 'p']",9,4,True
thunderclaps,"['t', 'h', 'u', 'n', 'd', 'e', 'r', 'c', 'l', 'a', 'p', 's']","['i', 'o']",12,8,True
bunkhouses,"['b', 'u', 'n', '_', 'h', 'o', 'u', 's', 'e', 's']","['i', 'a', 'r', 'l', 't', 'd', 'c', 'p', 'm', 'g']",9,0,False
insignificant,"['i', 'n', 's', 'i', 'g', 'n', 'i', '_', 'i', 'c', 'a', 'n', 't']","['e', 'o', 'l', 'r', 'u', 'h', 'p', 'm', 'd', 'k']",12,0,False
robed,"['r', 'o', 'b', 'e', 'd']","['s', 'i', 'a', 'u', 't', 'l', 'n', 'p', 'c']",5,1,True
unkindlier,"['u', 'n', '_', 'i', 'n', 'd', 'l', 'i', 'e', 'r']","['s', 'a', 'o', 't', 'g', 'c', 'p', 'f', 'b', 'm']",9,0,False
baritone,"['b', 'a', 'r', 'i', 't', 'o', 'n', 'e']","['s', 'l', 'd', 'g', 'c', 'p', 'm']",8,3,True
devil,"['d', 'e', '_', 'i', 'l']","['s', 'n', 'r', 'a', 'o', 't', 'u', 'p', 'c', 'b']",4,0,False
vixenish,"['_', 'i', '_', 'e', 'n', 'i', 's', '_']","['a', 'o', 'r', 'l', 't', 'd', 'u', 'g', 'c', 'p']",5,0,False
whitish,"['_', 'h', 'i', 't', 'i', 's', 'h']","['e', 'a', 'o', 'n', 'u', 'l', 'r', 'c', 'p', 'f']",6,0,False
jehads,"['_', 'e', 'h', 'a', 'd', 's']","['i', 'r', 'o', 'l', 't', 'n', 'u', 'c', 'p', 'm']",5,0,False
bespeaking,"['_', 'e', 's', 'p', 'e', 'a', '_', 'i', 'n', 'g']","['r', 't', 'l', 'o', 'd', 'c', 'm', 'u', 'h', 'w']",8,0,False
faucet,"['_', 'a', 'u', 'c', 'e', 't']","['s', 'i', 'r', 'l', 'd', 'o', 'n', 'h', 'p', 'm']",5,0,False
skiing,"['s', '_', 'i', 'i', 'n', 'g']","['e', 'a', 'o', 'u', 't', 'l', 'r', 'p', 'd', 'h']",5,0,False
answers,"['a', 'n', 's', '_', 'e', 'r', 's']","['i', 'o', 't', 'l', 'd', 'u', 'c', 'p', 'g', 'h']",6,0,False
collided,"['c', 'o', 'l', 'l', 'i', 'd', 'e', 'd']","['s', 'n', 'r', 'a', 't']",8,5,True
hobbyist,"['h', 'o', 'b', 'b', '_', 'i', 's', 't']","['e', 'a', 'n', 'l', 'r', 'u', 'c', 'p', 'd', 'm']",7,0,False
riveted,"['r', 'i', '_', 'e', 't', 'e', 'd']","['s', 'n', 'a', 'o', 'l', 'u', 'p', 'h', 'f', 'c']",6,0,False
pronunciations,"['p', 'r', 'o', 'n', 'u', 'n', 'c', 'i', 'a', 't', 'i', 'o', 'n', 's']","['e', 'l', 'g', 'm']",14,6,True
driven,"['d', 'r', 'i', '_', 'e', 'n']","['s', 'a', 'o', 't', 'l', 'g', 'u', 'p', 'c', 'f']",5,0,False
chartreuse,"['c', 'h', 'a', 'r', 't', 'r', 'e', 'u', 's', 'e']","['i', 'o', 'l', 'd', 'n', 'p']",10,4,True
supervening,"['s', 'u', 'p', 'e', 'r', '_', 'e', 'n', 'i', 'n', 'g']","['a', 'o', 't', 'l', 'd', 'c', 'm', 'h', 'f', 'b']",10,0,False
transportation,"['t', 'r', 'a', 'n', 's', 'p', 'o', 'r', 't', 'a', 't', 'i', 'o', 'n']","['e', 'l', 'g', 'c', 'u']",14,5,True
organs,"['o', 'r', '_', 'a', 'n', 's']","['e', 'i', 't', 'l', 'u', 'c', 'd', 'm', 'p', 'b']",5,0,False
minicam,"['_', 'i', 'n', 'i', 'c', 'a', '_']","['e', 's', 'o', 'l', 'g', 't', 'r', 'u', 'd', 'y']",5,0,False
migrants,"['m', 'i', 'g', 'r', 'a', 'n', 't', 's']","['e', 'o', 'l', 'u', 'c', 'p', 'd', 'h']",8,2,True
surfs,"['s', 'u', 'r', '_', 's']","['e', 'i', 'a', 'o', 'l', 't', 'y', 'c', 'n', 'm']",4,0,False
learned,"['l', 'e', 'a', 'r', 'n', 'e', 'd']","['s', 'i', 'o', 't']",7,6,True
signifies,"['s', 'i', 'g', 'n', 'i', '_', 'i', 'e', 's']","['a', 'o', 'r', 'l', 't', 'd', 'u', 'p', 'h', 'm']",8,0,False
finches,"['_', 'i', 'n', 'c', 'h', 'e', 's']","['a', 'o', 'r', 'l', 't', 'd', 'u', 'g', 'p', 'm']",6,0,False
smelted,"['s', '_', 'e', 'l', 't', 'e', 'd']","['i', 'a', 'o', 'u', 'r', 'n', 'p', 'h', 'y', 'w']",6,0,False
gallon,"['_', 'a', 'l', 'l', 'o', 'n']","['e', 'i', 's', 'r', 'u', 't', 'y', 'c', 'd', 'b']",5,0,False
rankling,"['r', 'a', 'n', '_', 'l', 'i', 'n', 'g']","['e', 's', 'o', 't', 'u', 'c', 'd', 'y', 'm', 'p']",7,0,False
opener,"['o', 'p', 'e', 'n', 'e', 'r']","['s', 'i', 'a', 'd', 't', 'l', 'u', 'c']",6,2,True
smash,"['s', 'm', 'a', 's', '_']","['e', 'i', 'o', 'u', 'r', 'l', 'n', 't', 'y', 'p']",4,0,False
geyser,"['_', 'e', '_', 's', 'e', 'r']","['i', 'a', 'o', 'u', 't', 'd', 'l', 'p', 'n', 'h']",4,0,False
films,"['_', 'i', 'l', '_', 's']","['e', 'a', 'o', 'n', 'u', 't', 'y', 'r', 'p', 'c']",3,0,False
epoch,"['e', 'p', 'o', 'c', '_']","['s', 'i', 'a', 'r', 'd', 'l', 't', 'n', 'u', 'y']",4,0,False
ammunition,"['a', 'm', 'm', 'u', 'n', 'i', 't', 'i', 'o', 'n']","['e', 's', 'l', 'r', 'g', 'c']",10,4,True
steels,"['s', 't', 'e', 'e', 'l', 's']","['i', 'a', 'o', 'u', 'r']",6,5,True
consonance,"['c', 'o', 'n', 's', 'o', 'n', 'a', 'n', 'c', 'e']","['i', 'r', 'l', 't', 'd']",10,5,True
coach,"['c', 'o', 'a', 'c', 'h']","['e', 'i', 's', 'r', 'l', 'n', 't', 'm', 'y']",5,1,True
amalgamation,"['a', 'm', 'a', 'l', 'g', 'a', 'm', 'a', 't', 'i', 'o', 'n']","['e', 's', 'r', 'c', 'u', 'y', 'd', 'p', 'b']",12,1,True
