target,discovered,wrong letters,number of hits,lives remaining,game won
secretively,"['s', 'e', 'c', 'r', 'e', 't', 'i', '_', 'e', 'l', '_']","['n', 'a', 'o', 'd', 'u', 'p', 'g', 'm', 'h', 'b']",9,0,False
abbess,"['a', '_', '_', 'e', 's', 's']","['r', 'i', 'o', 't', 'd', 'l', 'n', 'u', 'c', 'p']",4,0,False
skimpiness,"['s', '_', 'i', 'm', 'p', 'i', 'n', 'e', 's', 's']","['a', 't', 'r', 'o', 'l', 'c', 'd', 'u', 'g', 'h']",9,0,False
vagaries,"['_', 'a', 'g', 'a', 'r', 'i', 'e', 's']","['n', 't', 'o', 'l', 'd', 'c', 'u', 'p', 'm', 'h']",7,0,False
flanges,"['_', 'l', 'a', 'n', 'g', 'e', 's']","['i', 'r', 't', 'o', 'd', 'u', 'c', 'p', 'm', 'h']",6,0,False
nameless,"['n', 'a', 'm', 'e', 'l', 'e', 's', 's']","['i', 'r', 't', 'o', 'd', 'c', 'g', 'u', 'p']",8,1,True
charting,"['c', 'h', 'a', 'r', 't', 'i', 'n', 'g']","['e', 's', 'o', 'l', 'd', 'u', 'p', 'm']",8,2,True
look,"['l', 'o', 'o', '_']","['e', 's', 'a', 't', 'i', 'r', 'n', 'd', 'u', 'p']",3,0,False
homosexuals,"['h', 'o', 'm', 'o', 's', 'e', '_', 'u', 'a', 'l', 's']","['i', 'n', 't', 'r', 'c', 'd', 'p', 'g', 'b', 'y']",10,0,False
fumbling,"['_', 'u', 'm', '_', 'l', 'i', 'n', 'g']","['e', 's', 'r', 'a', 't', 'o', 'd', 'c', 'p', 'h']",6,0,False
sharkskin,"['s', '_', 'a', 'r', '_', 's', '_', 'i', 'n']","['e', 't', 'o', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",6,0,False
entrapping,"['e', 'n', 't', 'r', 'a', 'p', 'p', 'i', 'n', 'g']","['s', 'o', 'l', 'c', 'd', 'u']",10,4,True
editors,"['e', 'd', 'i', 't', 'o', 'r', 's']","['a', 'n', 'l']",7,7,True
rev,"['r', 'e', '_']","['a', 'o', 'i', 't', 'p', 'd', 'u', 'n', 's', 'b']",2,0,False
spectral,"['s', 'p', 'e', 'c', 't', 'r', 'a', 'l']","['i', 'n', 'o', 'd', 'g', 'u']",8,4,True
transitions,"['t', 'r', 'a', 'n', 's', 'i', 't', 'i', 'o', 'n', 's']",['e'],11,9,True
studied,"['s', 't', 'u', 'd', 'i', 'e', 'd']","['r', 'a', 'n', 'l', 'o', 'g']",7,4,True
jigsawed,"['_', 'i', 'g', 's', 'a', '_', 'e', 'd']","['r', 'n', 't', 'o', 'l', 'c', 'u', 'p', 'm', 'h']",6,0,False
interfering,"['i', 'n', 't', 'e', 'r', '_', 'e', 'r', 'i', 'n', 'g']","['s', 'a', 'o', 'l', 'c', 'd', 'u', 'p', 'm', 'h']",10,0,False
poppa,"['_', 'o', '_', '_', 'a']","['s', 'e', 'r', 'l', 't', 'i', 'n', 'd', 'u', 'c']",2,0,False
outed,"['o', 'u', 't', 'e', 'd']","['s', 'a', 'r', 'l', 'i', 'n']",5,4,True
containers,"['c', 'o', 'n', 't', 'a', 'i', 'n', 'e', 'r', 's']",['l'],10,9,True
negotiations,"['n', 'e', 'g', 'o', 't', 'i', 'a', 't', 'i', 'o', 'n', 's']","['r', 'l', 'c', 'u', 'p', 'd']",12,4,True
matchbooks,"['m', 'a', 't', 'c', 'h', 'b', 'o', 'o', '_', 's']","['e', 'i', 'n', 'r', 'l', 'd', 'u', 'g', 'p', 'f']",9,0,False
provenance,"['p', 'r', 'o', '_', 'e', 'n', 'a', 'n', 'c', 'e']","['i', 's', 't', 'l', 'd', 'u', 'g', 'm', 'h', 'b']",9,0,False
recent,"['r', 'e', 'c', 'e', 'n', 't']","['s', 'a', 'i', 'o', 'd', 'l', 'u']",6,3,True
nestled,"['n', 'e', 's', 't', 'l', 'e', 'd']","['i', 'r', 'a', 'o']",7,6,True
meteorology,"['m', 'e', 't', 'e', 'o', 'r', 'o', 'l', 'o', 'g', '_']","['i', 's', 'n', 'a', 'c', 'd', 'u', 'p', 'h', 'b']",10,0,False
jetties,"['_', 'e', 't', 't', 'i', 'e', 's']","['r', 'a', 'n', 'l', 'o', 'd', 'g', 'u', 'c', 'p']",6,0,False
baby,"['_', 'a', '_', '_']","['e', 's', 'o', 'l', 't', 'i', 'r', 'n', 'd', 'u']",1,0,False
pluralises,"['p', 'l', 'u', 'r', 'a', 'l', 'i', 's', 'e', 's']","['n', 't', 'o', 'c', 'd', 'g']",10,4,True
pickerels,"['p', 'i', 'c', '_', 'e', 'r', 'e', 'l', 's']","['n', 'a', 't', 'o', 'd', 'g', 'u', 'm', 'h', 'b']",8,0,False
predicate,"['p', 'r', 'e', 'd', 'i', 'c', 'a', 't', 'e']","['s', 'n', 'o', 'l', 'g', 'u']",9,4,True
redcap,"['r', 'e', 'd', 'c', 'a', 'p']","['s', 'i', 'o', 't', 'l', 'n', 'u']",6,3,True
irateness,"['i', 'r', 'a', 't', 'e', 'n', 'e', 's', 's']",[],9,10,True
uniquely,"['u', 'n', 'i', '_', 'u', 'e', 'l', '_']","['s', 'r', 'a', 't', 'o', 'd', 'c', 'g', 'p', 'm']",6,0,False
awards,"['a', '_', 'a', 'r', 'd', 's']","['e', 'i', 'o', 't', 'l', 'n', 'u', 'c', 'p', 'g']",5,0,False
violate,"['_', 'i', 'o', 'l', 'a', 't', 'e']","['s', 'r', 'n', 'd', 'g', 'u', 'c', 'p', 'm', 'h']",6,0,False
revamp,"['r', 'e', '_', 'a', '_', 'p']","['s', 'i', 'o', 't', 'd', 'l', 'n', 'u', 'c', 'g']",4,0,False
caldron,"['c', 'a', 'l', 'd', 'r', 'o', 'n']","['e', 's', 'i', 't', 'g', 'u']",7,4,True
disbursed,"['d', 'i', 's', '_', 'u', 'r', 's', 'e', 'd']","['n', 'a', 't', 'o', 'l', 'c', 'g', 'p', 'm', 'h']",8,0,False
arseholes,"['a', 'r', 's', 'e', 'h', 'o', 'l', 'e', 's']","['i', 'n', 't', 'd', 'c', 'g', 'u', 'p', 'm']",9,1,True
scripture,"['s', 'c', 'r', 'i', 'p', 't', 'u', 'r', 'e']","['n', 'a', 'o', 'l', 'd', 'g']",9,4,True
assailable,"['a', 's', 's', 'a', 'i', 'l', 'a', '_', 'l', 'e']","['n', 't', 'r', 'o', 'c', 'd', 'u', 'g', 'p', 'm']",9,0,False
synthesis,"['s', '_', 'n', 't', '_', 'e', 's', 'i', 's']","['r', 'a', 'o', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
favouritism,"['_', 'a', '_', 'o', 'u', 'r', 'i', 't', 'i', 's', 'm']","['e', 'n', 'l', 'c', 'd', 'p', 'g', 'h', 'b', 'y']",9,0,False
crackpots,"['c', 'r', 'a', 'c', '_', 'p', 'o', 't', 's']","['e', 'i', 'n', 'l', 'd', 'g', 'u', 'm', 'h', 'b']",8,0,False
kidnappings,"['_', 'i', 'd', 'n', 'a', 'p', 'p', 'i', 'n', 'g', 's']","['e', 't', 'r', 'o', 'l', 'c', 'u', 'm', 'h', 'b']",10,0,False
disgusting,"['d', 'i', 's', 'g', 'u', 's', 't', 'i', 'n', 'g']","['e', 'a', 'r', 'o', 'l', 'c']",10,4,True
vat,"['_', 'a', 't']","['e', 'o', 'i', 'p', 'd', 'u', 'r', 'n', 's', 'b']",2,0,False
propound,"['p', 'r', 'o', 'p', 'o', 'u', 'n', 'd']","['e', 's', 'i', 'a', 't', 'l', 'c', 'g']",8,2,True
representations,"['r', 'e', 'p', 'r', 'e', 's', 'e', 'n', 't', 'a', 't', 'i', 'o', 'n', 's']","['c', 'l']",15,8,True
foreswear,"['_', 'o', 'r', 'e', 's', '_', 'e', 'a', 'r']","['i', 'n', 't', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
campanili,"['c', 'a', 'm', 'p', 'a', 'n', 'i', 'l', 'i']","['e', 's', 'r', 't', 'o', 'd', 'g', 'u']",9,2,True
shrub,"['s', '_', 'r', 'u', '_']","['e', 'a', 'o', 'l', 't', 'i', 'n', 'd', 'c', 'p']",3,0,False
deactivates,"['d', 'e', 'a', 'c', 't', 'i', '_', 'a', 't', 'e', 's']","['n', 'r', 'o', 'l', 'u', 'p', 'g', 'm', 'h', 'b']",10,0,False
reachable,"['r', 'e', 'a', 'c', '_', 'a', '_', 'l', 'e']","['s', 'i', 'n', 't', 'o', 'd', 'g', 'u', 'p', 'm']",7,0,False
seals,"['s', 'e', 'a', 'l', 's']","['r', 'o']",5,8,True
bleeped,"['_', 'l', 'e', 'e', '_', 'e', 'd']","['s', 'i', 'r', 'a', 'n', 't', 'o', 'g', 'u', 'c']",5,0,False
dented,"['d', 'e', 'n', 't', 'e', 'd']","['s', 'r', 'a', 'i', 'o', 'l']",6,4,True
cavil,"['c', 'a', '_', 'i', 'l']","['s', 'e', 'r', 'o', 't', 'n', 'd', 'u', 'p', 'h']",4,0,False
overbears,"['o', '_', 'e', 'r', '_', 'e', 'a', 'r', 's']","['i', 'n', 't', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
extracting,"['e', '_', 't', 'r', 'a', 'c', 't', 'i', 'n', 'g']","['s', 'o', 'l', 'd', 'u', 'p', 'm', 'h', 'b', 'f']",9,0,False
charitably,"['c', 'h', 'a', 'r', 'i', 't', 'a', 'b', 'l', '_']","['e', 's', 'n', 'o', 'd', 'u', 'g', 'p', 'm', 'f']",9,0,False
ballyhoo,"['_', 'a', 'l', 'l', '_', '_', 'o', 'o']","['e', 's', 'i', 'r', 'n', 't', 'd', 'c', 'g', 'u']",5,0,False
kidnappers,"['_', 'i', 'd', 'n', 'a', 'p', 'p', 'e', 'r', 's']","['t', 'o', 'l', 'c', 'u', 'g', 'm', 'h', 'b', 'f']",9,0,False
grudged,"['g', 'r', 'u', 'd', 'g', 'e', 'd']","['s', 'i', 'a', 'n', 't', 'l', 'o']",7,3,True
andantes,"['a', 'n', 'd', 'a', 'n', 't', 'e', 's']","['i', 'r', 'o', 'l']",8,6,True
crossword,"['c', 'r', 'o', 's', 's', '_', 'o', 'r', 'd']","['e', 'i', 'n', 'a', 't', 'l', 'g', 'u', 'p', 'm']",8,0,False
squalls,"['s', '_', 'u', 'a', 'l', 'l', 's']","['e', 'i', 'r', 'n', 't', 'o', 'd', 'g', 'c', 'p']",6,0,False
headless,"['_', 'e', 'a', 'd', 'l', 'e', 's', 's']","['i', 'r', 'n', 't', 'o', 'c', 'g', 'u', 'p', 'm']",7,0,False
proscenia,"['p', 'r', 'o', 's', 'c', 'e', 'n', 'i', 'a']","['t', 'l', 'd', 'g', 'u']",9,5,True
highboys,"['_', 'i', 'g', '_', '_', 'o', '_', 's']","['e', 'r', 'a', 'n', 't', 'l', 'd', 'c', 'u', 'p']",4,0,False
nixing,"['n', 'i', '_', 'i', 'n', '_']","['e', 's', 'r', 'a', 'o', 't', 'd', 'l', 'u', 'c']",4,0,False
conversations,"['c', 'o', 'n', '_', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', 's']","['l', 'u', 'p', 'm', 'g', 'd', 'h', 'y', 'b', 'f']",12,0,False
quartermasters,"['_', 'u', 'a', 'r', 't', 'e', 'r', 'm', 'a', 's', 't', 'e', 'r', 's']","['i', 'n', 'o', 'c', 'l', 'p', 'd', 'g', 'h', 'y']",13,0,False
lavatory,"['l', 'a', '_', 'a', 't', 'o', 'r', '_']","['e', 's', 'i', 'n', 'd', 'c', 'g', 'u', 'p', 'm']",6,0,False
burgs,"['_', 'u', 'r', '_', 's']","['e', 'a', 'o', 'l', 't', 'i', 'n', 'd', 'c', 'p']",3,0,False
latency,"['l', 'a', 't', 'e', 'n', 'c', '_']","['s', 'i', 'r', 'o', 'd', 'g', 'u', 'p', 'm', 'h']",6,0,False
manger,"['m', 'a', 'n', 'g', 'e', 'r']","['s', 'i', 'o', 't', 'd', 'l', 'u', 'c', 'p']",6,1,True
versus,"['_', 'e', 'r', 's', 'u', 's']","['a', 'i', 'o', 't', 'd', 'l', 'n', 'c', 'p', 'g']",5,0,False
tempering,"['t', 'e', 'm', 'p', 'e', 'r', 'i', 'n', 'g']","['s', 'a', 'o', 'l', 'd', 'c', 'u']",9,3,True
vaulters,"['_', 'a', 'u', 'l', 't', 'e', 'r', 's']","['i', 'n', 'o', 'd', 'c', 'g', 'p', 'm', 'h', 'b']",7,0,False
devolves,"['d', 'e', '_', 'o', 'l', '_', 'e', 's']","['i', 'r', 'a', 'n', 't', 'c', 'g', 'u', 'p', 'm']",6,0,False
misdeeds,"['_', 'i', 's', 'd', 'e', 'e', 'd', 's']","['r', 'a', 'n', 't', 'o', 'l', 'c', 'g', 'u', 'p']",7,0,False
tooting,"['t', 'o', 'o', 't', 'i', 'n', 'g']","['e', 's', 'r', 'a', 'l', 'd']",7,4,True
copula,"['c', 'o', 'p', 'u', 'l', 'a']","['e', 's', 'r', 'i', 't', 'd', 'n']",6,3,True
hushed,"['_', 'u', 's', '_', 'e', 'd']","['r', 'a', 'i', 'o', 't', 'l', 'n', 'c', 'p', 'g']",4,0,False
stymied,"['s', 't', '_', 'm', 'i', 'e', 'd']","['r', 'a', 'n', 'l', 'o', 'g', 'u', 'c', 'p', 'h']",6,0,False
steamrolled,"['s', 't', 'e', 'a', 'm', 'r', 'o', 'l', 'l', 'e', 'd']","['i', 'n', 'c', 'u', 'p', 'g']",11,4,True
unkindest,"['u', 'n', '_', 'i', 'n', 'd', 'e', 's', 't']","['r', 'a', 'o', 'l', 'c', 'g', 'p', 'm', 'h', 'b']",8,0,False
grievances,"['g', 'r', 'i', 'e', '_', 'a', 'n', 'c', 'e', 's']","['t', 'o', 'l', 'd', 'u', 'p', 'm', 'h', 'b', 'f']",9,0,False
oranges,"['o', 'r', 'a', 'n', 'g', 'e', 's']","['i', 't', 'l', 'd']",7,6,True
disinclined,"['d', 'i', 's', 'i', 'n', 'c', 'l', 'i', 'n', 'e', 'd']","['t', 'a', 'r', 'o']",11,6,True
wisterias,"['_', 'i', 's', 't', 'e', 'r', 'i', 'a', 's']","['n', 'o', 'l', 'd', 'c', 'g', 'u', 'p', 'm', 'h']",8,0,False
disfiguring,"['d', 'i', 's', '_', 'i', 'g', 'u', 'r', 'i', 'n', 'g']","['e', 't', 'a', 'o', 'l', 'c', 'p', 'm', 'h', 'b']",10,0,False
orthogonal,"['o', 'r', 't', 'h', 'o', 'g', 'o', 'n', 'a', 'l']","['e', 'i', 's', 'c', 'd', 'u', 'p', 'm']",10,2,True
violently,"['_', 'i', 'o', 'l', 'e', 'n', 't', 'l', '_']","['s', 'r', 'a', 'd', 'c', 'g', 'u', 'p', 'm', 'h']",7,0,False
obscuring,"['o', 'b', 's', 'c', 'u', 'r', 'i', 'n', 'g']","['e', 'a', 't', 'l', 'd', 'p', 'm', 'h']",9,2,True
profit,"['p', 'r', 'o', '_', 'i', 't']","['e', 's', 'a', 'd', 'l', 'n', 'u', 'c', 'g', 'm']",5,0,False
tattooing,"['t', 'a', 't', 't', 'o', 'o', 'i', 'n', 'g']","['e', 's', 'r', 'l', 'd', 'c']",9,4,True
analysts,"['a', 'n', 'a', 'l', '_', 's', 't', 's']","['e', 'i', 'r', 'o', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
exhuming,"['e', '_', 'h', 'u', 'm', 'i', 'n', 'g']","['s', 'r', 'a', 't', 'o', 'l', 'd', 'c', 'p', 'b']",7,0,False
derailing,"['d', 'e', 'r', 'a', 'i', 'l', 'i', 'n', 'g']","['s', 't', 'o', 'c']",9,6,True
tenures,"['t', 'e', 'n', 'u', 'r', 'e', 's']","['i', 'a', 'l', 'o', 'd', 'g']",7,4,True
underpass,"['u', 'n', 'd', 'e', 'r', 'p', 'a', 's', 's']","['i', 't', 'o', 'l', 'c', 'g']",9,4,True
disclose,"['d', 'i', 's', 'c', 'l', 'o', 's', 'e']","['r', 'a', 'n', 't']",8,6,True
reveal,"['r', 'e', '_', 'e', 'a', 'l']","['s', 'i', 'o', 't', 'd', 'n', 'u', 'c', 'p', 'g']",5,0,False
welter,"['_', 'e', 'l', 't', 'e', 'r']","['s', 'a', 'i', 'o', 'd', 'n', 'u', 'c', 'p', 'g']",5,0,False
emigrate,"['e', 'm', 'i', 'g', 'r', 'a', 't', 'e']","['s', 'n', 'o', 'l', 'd', 'c', 'u', 'p']",8,2,True
feuds,"['_', 'e', 'u', 'd', 's']","['a', 'r', 'o', 'l', 't', 'i', 'n', 'c', 'p', 'h']",4,0,False
rashest,"['r', 'a', 's', '_', 'e', 's', 't']","['i', 'n', 'l', 'o', 'd', 'g', 'u', 'c', 'p', 'm']",6,0,False
needier,"['n', 'e', 'e', 'd', 'i', 'e', 'r']","['s', 'a', 't', 'l', 'o']",7,5,True
scads,"['s', 'c', 'a', 'd', 's']","['e', 'r', 'o', 'l', 't', 'i', 'n', 'u']",5,2,True
evaluations,"['e', '_', 'a', 'l', 'u', 'a', 't', 'i', 'o', 'n', 's']","['r', 'c', 'd', 'p', 'g', 'm', 'h', 'b', 'y', 'f']",10,0,False
flatulent,"['_', 'l', 'a', 't', 'u', 'l', 'e', 'n', 't']","['s', 'i', 'r', 'o', 'd', 'c', 'g', 'p', 'm', 'h']",8,0,False
validated,"['_', 'a', 'l', 'i', 'd', 'a', 't', 'e', 'd']","['s', 'r', 'n', 'o', 'c', 'g', 'u', 'p', 'm', 'h']",8,0,False
erratas,"['e', 'r', 'r', 'a', 't', 'a', 's']","['i', 'n']",7,8,True
lo,"['_', 'o']","['s', 'a', 'e', 'm', 'i', 'h', 'u', 't', 'y', 'n']",1,0,False
crackly,"['c', 'r', 'a', 'c', '_', 'l', '_']","['e', 's', 'i', 'n', 't', 'o', 'd', 'g', 'u', 'p']",5,0,False
larking,"['l', 'a', 'r', '_', 'i', 'n', 'g']","['e', 's', 't', 'o', 'd', 'u', 'c', 'p', 'm', 'h']",6,0,False
telegrams,"['t', 'e', 'l', 'e', 'g', 'r', 'a', 'm', 's']","['i', 'n', 'o', 'd', 'c', 'u', 'p']",9,3,True
playmates,"['p', 'l', 'a', '_', 'm', 'a', 't', 'e', 's']","['i', 'r', 'n', 'o', 'd', 'c', 'g', 'u', 'h', 'b']",8,0,False
lithography,"['l', 'i', 't', 'h', 'o', 'g', 'r', 'a', 'p', 'h', 'y']","['e', 's', 'n', 'c', 'd', 'u', 'm', 'b']",11,2,True
criminologist,"['c', 'r', 'i', 'm', 'i', 'n', 'o', 'l', 'o', 'g', 'i', 's', 't']","['e', 'a', 'u', 'p']",13,6,True
preterits,"['p', 'r', 'e', 't', 'e', 'r', 'i', 't', 's']","['n', 'a', 'o', 'l', 'd', 'c', 'g', 'u']",9,2,True
accidentally,"['a', 'c', 'c', 'i', 'd', 'e', 'n', 't', 'a', 'l', 'l', 'y']","['s', 'r', 'o', 'u', 'p', 'g', 'm', 'h', 'b']",12,1,True
starvation,"['s', 't', 'a', 'r', '_', 'a', 't', 'i', 'o', 'n']","['e', 'l', 'c', 'd', 'u', 'g', 'p', 'm', 'h', 'b']",9,0,False
comparisons,"['c', 'o', 'm', 'p', 'a', 'r', 'i', 's', 'o', 'n', 's']","['e', 't', 'l', 'd', 'u', 'g']",11,4,True
determinable,"['d', 'e', 't', 'e', 'r', 'm', 'i', 'n', 'a', 'b', 'l', 'e']","['s', 'o', 'c', 'u', 'p', 'g', 'h']",12,3,True
typifying,"['t', '_', 'p', 'i', '_', '_', 'i', 'n', 'g']","['e', 's', 'r', 'a', 'o', 'l', 'd', 'c', 'u', 'm']",6,0,False
tipsier,"['t', 'i', 'p', 's', 'i', 'e', 'r']","['a', 'n', 'l', 'o', 'd', 'g', 'u', 'c']",7,2,True
tipper,"['t', 'i', 'p', 'p', 'e', 'r']","['s', 'a', 'o', 'd', 'l', 'n', 'u', 'c']",6,2,True
blanker,"['_', 'l', 'a', 'n', '_', 'e', 'r']","['s', 'i', 't', 'o', 'd', 'g', 'u', 'c', 'p', 'm']",5,0,False
cacophonous,"['c', 'a', 'c', 'o', 'p', 'h', 'o', 'n', 'o', 'u', 's']","['e', 'i', 't', 'r', 'l', 'd', 'g', 'm']",11,2,True
rafter,"['r', 'a', '_', 't', 'e', 'r']","['s', 'i', 'o', 'd', 'l', 'n', 'u', 'c', 'p', 'g']",5,0,False
shivery,"['s', '_', 'i', '_', 'e', 'r', '_']","['a', 'n', 't', 'l', 'o', 'd', 'g', 'u', 'c', 'p']",4,0,False
mistrusting,"['m', 'i', 's', 't', 'r', 'u', 's', 't', 'i', 'n', 'g']","['e', 'a', 'o', 'l', 'c', 'd', 'p']",11,3,True
midgets,"['m', 'i', 'd', 'g', 'e', 't', 's']","['r', 'a', 'n', 'l', 'o', 'u', 'c', 'p']",7,2,True
objecting,"['o', 'b', '_', 'e', 'c', 't', 'i', 'n', 'g']","['s', 'r', 'a', 'l', 'd', 'u', 'p', 'm', 'h', 'f']",8,0,False
autonomously,"['a', 'u', 't', 'o', 'n', 'o', 'm', 'o', 'u', 's', 'l', 'y']","['e', 'i', 'r', 'c', 'p', 'd', 'g', 'h', 'b']",12,1,True
charters,"['c', 'h', 'a', 'r', 't', 'e', 'r', 's']","['i', 'n', 'o', 'l', 'd', 'g', 'u', 'p', 'm']",8,1,True
disorganise,"['d', 'i', 's', 'o', 'r', 'g', 'a', 'n', 'i', 's', 'e']","['t', 'l', 'c', 'u', 'p']",11,5,True
collarbones,"['c', 'o', 'l', 'l', 'a', 'r', 'b', 'o', 'n', 'e', 's']","['i', 't', 'd', 'u', 'p', 'g', 'm', 'h']",11,2,True
foaling,"['_', 'o', 'a', 'l', 'i', 'n', 'g']","['e', 's', 'r', 't', 'd', 'u', 'c', 'p', 'm', 'h']",6,0,False
