target,discovered,wrong letters,number of hits,lives remaining,game won
honeybees,"['_', 'o', 'n', 'e', '_', '_', 'e', 'e', 's']","['i', 'a', 'r', 't', 'l', 'c', 'd', 'u', 'g', 'm']",6,0,False
conversationally,"['c', 'o', 'n', 'v', 'e', 'r', 's', 'a', 't', 'i', 'o', 'n', 'a', 'l', 'l', 'y']","['d', 'u', 'g', 'm', 'p', 'h', 'b', 'f', 'k']",16,1,True
stumbles,"['s', 't', 'u', 'm', '_', 'l', 'e', 's']","['i', 'a', 'r', 'n', 'o', 'c', 'd', 'g', 'p', 'h']",7,0,False
hypersensitive,"['h', 'y', 'p', 'e', 'r', 's', 'e', 'n', 's', 'i', 't', 'i', '_', 'e']","['a', 'o', 'l', 'c', 'd', 'u', 'g', 'm', 'b', 'f']",13,0,False
scoreboard,"['s', 'c', 'o', 'r', 'e', 'b', 'o', 'a', 'r', 'd']","['i', 'n', 't', 'l', 'u', 'g', 'm', 'p', 'h']",10,1,True
tutus,"['t', 'u', 't', 'u', 's']","['e', 'i', 'a', 'r', 'n', 'o', 'l', 'c', 'd']",5,1,True
shotguns,"['s', 'h', 'o', 't', 'g', 'u', 'n', 's']","['e', 'i', 'a', 'r', 'l', 'c', 'd', 'm', 'p']",8,1,True
abrasions,"['a', '_', 'r', 'a', 's', 'i', 'o', 'n', 's']","['e', 't', 'l', 'c', 'd', 'u', 'g', 'm', 'p', 'h']",8,0,False
snoops,"['s', 'n', 'o', 'o', '_', 's']","['e', 'i', 'a', 'r', 't', 'l', 'c', 'd', 'u', 'g']",5,0,False
pacify,"['_', 'a', 'c', 'i', '_', '_']","['s', 'e', 'r', 'n', 't', 'o', 'l', 'd', 'u', 'g']",3,0,False
localised,"['l', 'o', 'c', 'a', 'l', 'i', 's', 'e', 'd']","['r', 'n', 't']",9,7,True
constitutions,"['c', 'o', 'n', 's', 't', 'i', 't', 'u', 't', 'i', 'o', 'n', 's']","['e', 'a', 'r', 'l', 'd']",13,5,True
pecks,"['_', 'e', 'c', '_', 's']","['i', 'a', 'r', 'n', 't', 'o', 'l', 'd', 'u', 'g']",3,0,False
orchard,"['o', 'r', 'c', '_', 'a', 'r', 'd']","['s', 'e', 'i', 'n', 't', 'l', 'u', 'g', 'm', 'p']",6,0,False
spacy,"['s', '_', 'a', 'c', '_']","['e', 'i', 'r', 'n', 't', 'o', 'l', 'd', 'u', 'g']",3,0,False
spoilt,"['s', 'p', 'o', 'i', 'l', 't']","['e', 'a', 'r', 'n', 'c', 'd', 'u', 'g', 'm']",6,1,True
unobservant,"['u', 'n', 'o', 'b', 's', 'e', 'r', '_', 'a', 'n', 't']","['i', 'l', 'c', 'd', 'g', 'm', 'p', 'h', 'y', 'f']",10,0,False
capabilities,"['c', 'a', 'p', 'a', 'b', 'i', 'l', 'i', 't', 'i', 'e', 's']","['r', 'n', 'o', 'd', 'u', 'g', 'm', 'h']",12,2,True
trombonist,"['t', 'r', 'o', 'm', 'b', 'o', 'n', 'i', 's', 't']","['e', 'a', 'l', 'c', 'd', 'u', 'g', 'p', 'h']",10,1,True
flammable,"['_', 'l', 'a', '_', '_', 'a', '_', 'l', 'e']","['s', 'i', 'r', 'n', 't', 'o', 'c', 'd', 'u', 'g']",5,0,False
bankrolled,"['b', 'a', 'n', '_', 'r', 'o', 'l', 'l', 'e', 'd']","['s', 'i', 't', 'c', 'u', 'g', 'm', 'p', 'h', 'y']",9,0,False
modernist,"['m', 'o', 'd', 'e', 'r', 'n', 'i', 's', 't']","['a', 'l', 'c', 'u', 'g']",9,5,True
federally,"['_', 'e', 'd', 'e', 'r', 'a', 'l', 'l', '_']","['s', 'i', 'n', 't', 'o', 'c', 'u', 'g', 'm', 'p']",7,0,False
earns,"['e', 'a', 'r', 'n', 's']",['i'],5,9,True
salaciousness,"['s', 'a', 'l', 'a', 'c', 'i', 'o', 'u', 's', 'n', 'e', 's', 's']","['r', 't', 'd']",13,7,True
insuperable,"['i', 'n', 's', 'u', 'p', 'e', 'r', 'a', 'b', 'l', 'e']","['t', 'o', 'c', 'd', 'g', 'm', 'h']",11,3,True
gipsies,"['g', 'i', '_', 's', 'i', 'e', 's']","['a', 'r', 'n', 't', 'o', 'l', 'c', 'd', 'u', 'm']",6,0,False
underscoring,"['u', 'n', 'd', 'e', 'r', 's', 'c', 'o', 'r', 'i', 'n', 'g']","['a', 't', 'l']",12,7,True
